ID,Origin_LONG,Origin_LAT,Destination_LONG,Destination_LAT,DIST,DUR,,,,,,
7660,-43.891097,-19.62513,-43.893801,-19.630253,0,0,,,,,0,0
7661,-43.891097,-19.62513,-43.895888,-19.633426,0,0,,,,,0,0
7662,-43.891097,-19.62513,-43.909745,-19.631956,0,0,,,,,0,0
7663,-43.891097,-19.62513,-43.919088,-19.634054,0,0,,,,,0,0
7664,-43.891097,-19.62513,-43.900854,-19.627733,0,0,,,,,0,0
7665,-43.891097,-19.62513,-43.902047,-19.620749,0,0,,,,,0,0
7666,-43.891097,-19.62513,-43.909035,-19.625593,0,0,,,,,0,0
7667,-43.891097,-19.62513,-43.90726,-19.609734,0,0,,,,,0,0
7668,-43.891097,-19.62513,-43.907581,-19.607453,0,0,,,,,0,0
7669,-43.891097,-19.62513,-43.910681,-19.597121,0,0,,,,,0,0
7670,-43.891097,-19.62513,-43.908365,-19.59731,0,0,,,,,0,0
7671,-43.891097,-19.62513,-43.904545,-19.599376,0,0,,,,,0,0
7672,-43.891097,-19.62513,-43.905956,-19.602944,0,0,,,,,0,0
7673,-43.891097,-19.62513,-43.90425,-19.607577,0,0,,,,,0,0
7674,-43.891097,-19.62513,-43.8562,-19.653379,0,0,,,,,0,0
7675,-43.891097,-19.62513,-43.855257,-19.664662,0,0,,,,,0,0
7676,-43.891097,-19.62513,-43.835004,-19.613325,0,0,,,,,0,0
7677,-43.891097,-19.62513,-43.931548,-19.633201,0,0,,,,,0,0
7678,-43.891097,-19.62513,-43.902263,-19.589971,0,0,,,,,0,0
7679,-43.891097,-19.62513,-43.904758,-19.587131,0,0,,,,,0,0
7680,-43.891097,-19.62513,-43.900299,-19.568602,0,0,,,,,0,0
7681,-43.891097,-19.62513,-43.91316,-19.648971,0,0,,,,,0,0
7682,-43.891097,-19.62513,-43.906578,-19.593924,0,0,,,,,0,0
7683,-43.891097,-19.62513,-43.906902,-19.593681,0,0,,,,,0,0
7684,-43.891097,-19.62513,-43.905009,-19.592915,0,0,,,,,0,0
7685,-43.891097,-19.62513,-43.900847,-19.644364,0,0,,,,,0,0
7686,-43.891097,-19.62513,-43.914656,-19.65363,0,0,,,,,0,0
7687,-43.891097,-19.62513,-43.910848,-19.654249,0,0,,,,,0,0
7688,-43.891097,-19.62513,-43.897169,-19.630133,0,0,,,,,0,0
7689,-43.891097,-19.62513,-43.899606,-19.631696,0,0,,,,,0,0
7690,-43.891097,-19.62513,-43.893764,-19.670226,0,0,,,,,0,0
7691,-43.891097,-19.62513,-43.890554,-19.669517,0,0,,,,,0,0
7692,-43.891097,-19.62513,-43.939093,-19.629064,0,0,,,,,0,0
7693,-43.891097,-19.62513,-43.919074,-19.648968,0,0,,,,,0,0
7694,-43.891097,-19.62513,-43.940653,-19.655266,0,0,,,,,0,0
7695,-43.891097,-19.62513,-43.900183,-19.629116,0,0,,,,,0,0
7696,-43.891097,-19.62513,-43.897816,-19.628832,0,0,,,,,0,0
7697,-43.891097,-19.62513,-43.916045,-19.633432,0,0,,,,,0,0
7698,-43.891097,-19.62513,-43.916412,-19.633451,0,0,,,,,0,0
7699,-43.891097,-19.62513,-43.913106,-19.628393,0,0,,,,,0,0
7700,-43.891097,-19.62513,-43.914878,-19.629806,0,0,,,,,0,0
7701,-43.891097,-19.62513,-43.912023,-19.592381,0,0,,,,,0,0
7702,-43.891097,-19.62513,-43.911289,-19.592478,0,0,,,,,0,0
7703,-43.891097,-19.62513,-43.906783,-19.590823,0,0,,,,,0,0
7704,-43.891097,-19.62513,-43.90548,-19.589524,0,0,,,,,0,0
7705,-43.891097,-19.62513,-43.907086,-19.598337,0,0,,,,,0,0
7706,-43.891097,-19.62513,-43.906269,-19.600281,0,0,,,,,0,0
7707,-43.891097,-19.62513,-43.897551,-19.620988,0,0,,,,,0,0
7708,-43.891097,-19.62513,-43.900884,-19.618184,0,0,,,,,0,0
7709,-43.891097,-19.62513,-43.90096,-19.587181,0,0,,,,,0,0
7710,-43.891097,-19.62513,-43.901366,-19.587546,0,0,,,,,0,0
7711,-43.891097,-19.62513,-43.897691,-19.584611,0,0,,,,,0,0
7712,-43.891097,-19.62513,-43.902877,-19.588517,0,0,,,,,0,0
7713,-43.891097,-19.62513,-43.901586,-19.589772,0,0,,,,,0,0
7714,-43.891097,-19.62513,-43.889328,-19.608436,0,0,,,,,0,0
7715,-43.891097,-19.62513,-43.889319,-19.613646,0,0,,,,,0,0
7716,-43.891097,-19.62513,-43.889659,-19.665607,0,0,,,,,0,0
7717,-43.891097,-19.62513,-43.886188,-19.665707,0,0,,,,,0,0
7718,-43.891097,-19.62513,-43.887535,-19.663615,0,0,,,,,0,0
7719,-43.891097,-19.62513,-43.888583,-19.666894,0,0,,,,,0,0
7720,-43.891097,-19.62513,-43.888844,-19.668833,0,0,,,,,0,0
7721,-43.891097,-19.62513,-43.903767,-19.648578,0,0,,,,,0,0
7722,-43.891097,-19.62513,-43.904599,-19.649988,0,0,,,,,0,0
7723,-43.891097,-19.62513,-43.916107,-19.650046,0,0,,,,,0,0
7724,-43.891097,-19.62513,-43.916302,-19.646834,0,0,,,,,0,0
7725,-43.891097,-19.62513,-43.9159,-19.637532,0,0,,,,,0,0
7726,-43.891097,-19.62513,-43.91389,-19.637783,0,0,,,,,0,0
7727,-43.891097,-19.62513,-43.907854,-19.592234,0,0,,,,,0,0
7728,-43.891097,-19.62513,-43.910601,-19.59007,0,0,,,,,0,0
7729,-43.891097,-19.62513,-43.887176,-19.637988,0,0,,,,,0,0
7730,-43.891097,-19.62513,-43.88679,-19.640771,0,0,,,,,0,0
7731,-43.891097,-19.62513,-43.884394,-19.666874,0,0,,,,,0,0
7732,-43.891097,-19.62513,-43.884336,-19.663536,0,0,,,,,0,0
7733,-43.891097,-19.62513,-43.918654,-19.665134,0,0,,,,,0,0
7734,-43.891097,-19.62513,-43.91609,-19.655881,0,0,,,,,0,0
7735,-43.891097,-19.62513,-43.916603,-19.634788,0,0,,,,,0,0
7736,-43.891097,-19.62513,-43.913155,-19.634636,0,0,,,,,0,0
7737,-43.891097,-19.62513,-43.899963,-19.613998,0,0,,,,,0,0
7738,-43.891097,-19.62513,-43.899687,-19.606162,0,0,,,,,0,0
7739,-43.891097,-19.62513,-43.896424,-19.611028,0,0,,,,,0,0
7740,-43.891097,-19.62513,-43.896972,-19.593068,0,0,,,,,0,0
7741,-43.891097,-19.62513,-43.900061,-19.595444,0,0,,,,,0,0
7742,-43.891097,-19.62513,-43.894138,-19.598335,0,0,,,,,0,0
7743,-43.891097,-19.62513,-43.893811,-19.604682,0,0,,,,,0,0
7744,-43.891097,-19.62513,-43.897331,-19.603655,0,0,,,,,0,0
7745,-43.891097,-19.62513,-43.901021,-19.601781,0,0,,,,,0,0
7746,-43.891097,-19.62513,-43.900053,-19.599668,0,0,,,,,0,0
7747,-43.891097,-19.62513,-43.89626,-19.60104,0,0,,,,,0,0
7748,-43.891097,-19.62513,-43.93517,-19.661016,0,0,,,,,0,0
7749,-43.891097,-19.62513,-43.937106,-19.660192,0,0,,,,,0,0
7750,-43.891097,-19.62513,-43.919783,-19.621652,0,0,,,,,0,0
7751,-43.891097,-19.62513,-43.921477,-19.608382,0,0,,,,,0,0
7752,-43.891097,-19.62513,-43.909054,-19.642838,0,0,,,,,0,0
7753,-43.891097,-19.62513,-43.912199,-19.64297,0,0,,,,,0,0
7754,-43.891097,-19.62513,-43.903093,-19.632624,0,0,,,,,0,0
7755,-43.891097,-19.62513,-43.905684,-19.632341,0,0,,,,,0,0
7756,-43.891097,-19.62513,-43.870231,-19.637962,0,0,,,,,0,0
7757,-43.891097,-19.62513,-43.8796,-19.636101,0,0,,,,,0,0
7758,-43.891097,-19.62513,-43.873138,-19.631576,0,0,,,,,0,0
7759,-43.891097,-19.62513,-43.88001,-19.634109,0,0,,,,,0,0
7760,-43.891097,-19.62513,-43.898519,-19.622424,0,0,,,,,0,0
7761,-43.891097,-19.62513,-43.900916,-19.624481,0,0,,,,,0,0
7762,-43.891097,-19.62513,-43.887247,-19.633683,0,0,,,,,0,0
7763,-43.891097,-19.62513,-43.894431,-19.625344,0,0,,,,,0,0
7764,-43.891097,-19.62513,-43.893167,-19.626828,0,0,,,,,0,0
7765,-43.891097,-19.62513,-43.883963,-19.650202,0,0,,,,,0,0
7766,-43.891097,-19.62513,-43.886291,-19.647427,0,0,,,,,0,0
7767,-43.891097,-19.62513,-43.908902,-19.634638,0,0,,,,,0,0
7768,-43.891097,-19.62513,-43.908705,-19.635958,0,0,,,,,0,0
7769,-43.891097,-19.62513,-43.91027,-19.629123,0,0,,,,,0,0
7770,-43.891097,-19.62513,-43.907624,-19.630851,0,0,,,,,0,0
7771,-43.891097,-19.62513,-43.906315,-19.605177,0,0,,,,,0,0
7772,-43.891097,-19.62513,-43.904322,-19.603605,0,0,,,,,0,0
7773,-43.891097,-19.62513,-43.877541,-19.63967,0,0,,,,,0,0
7774,-43.891097,-19.62513,-43.875605,-19.639262,0,0,,,,,0,0
7775,-43.891097,-19.62513,-43.894747,-19.621918,0,0,,,,,0,0
7776,-43.891097,-19.62513,-43.892466,-19.623253,0,0,,,,,0,0
7777,-43.891097,-19.62513,-43.90424,-19.615692,0,0,,,,,0,0
7778,-43.891097,-19.62513,-43.905849,-19.615717,0,0,,,,,0,0
7779,-43.891097,-19.62513,-43.906026,-19.615777,0,0,,,,,0,0
7780,-43.891097,-19.62513,-43.908313,-19.621627,0,0,,,,,0,0
7781,-43.891097,-19.62513,-43.862806,-19.599422,0,0,,,,,0,0
7782,-43.891097,-19.62513,-43.893944,-19.657715,0,0,,,,,0,0
7783,-43.891097,-19.62513,-43.901936,-19.595025,0,0,,,,,0,0
7784,-43.891097,-19.62513,-43.901976,-19.593303,0,0,,,,,0,0
7785,-43.891097,-19.62513,-43.901848,-19.596393,0,0,,,,,0,0
7786,-43.891097,-19.62513,-43.901741,-19.597045,0,0,,,,,0,0
7787,-43.891097,-19.62513,-43.868917,-19.660512,0,0,,,,,0,0
7788,-43.891097,-19.62513,-43.867017,-19.657715,0,0,,,,,0,0
7789,-43.891097,-19.62513,-43.912076,-19.6796,0,0,,,,,0,0
7790,-43.891097,-19.62513,-43.914368,-19.680459,0,0,,,,,0,0
7791,-43.891097,-19.62513,-43.888611,-19.676222,0,0,,,,,0,0
7792,-43.891097,-19.62513,-43.890232,-19.677258,0,0,,,,,0,0
7793,-43.891097,-19.62513,-43.892038,-19.618388,0,0,,,,,0,0
7794,-43.891097,-19.62513,-43.888789,-19.616173,0,0,,,,,0,0
7795,-43.891097,-19.62513,-43.904396,-19.627922,0,0,,,,,0,0
7796,-43.891097,-19.62513,-43.905374,-19.629867,0,0,,,,,0,0
7797,-43.891097,-19.62513,-43.876015,-19.580069,0,0,,,,,0,0
7798,-43.891097,-19.62513,-43.885587,-19.597796,0,0,,,,,0,0
7799,-43.891097,-19.62513,-43.908844,-19.601224,0,0,,,,,0,0
7800,-43.891097,-19.62513,-43.909191,-19.604362,0,0,,,,,0,0
7801,-43.891097,-19.62513,-43.894523,-19.686792,0,0,,,,,0,0
7802,-43.891097,-19.62513,-43.91043,-19.662867,0,0,,,,,0,0
7803,-43.891097,-19.62513,-51.404239,-19.182251,0,0,,,,,0,0
7804,-43.891097,-19.62513,-51.371731,-19.135087,0,0,,,,,0,0
7805,-43.891097,-19.62513,-51.397089,-19.184271,0,0,,,,,0,0
7806,-43.880089,-19.630027,-43.887816,-19.628894,1237,217,,,,,1236.88,217.01
7807,-43.880089,-19.630027,-43.886362,-19.623762,2268,329,,,,,2268.42,329.3
7808,-43.880089,-19.630027,-43.882329,-19.637045,1931,283,,,,,1931.46,282.52
7809,-43.880089,-19.630027,-43.885555,-19.638949,1764,252,,,,,1764.16,252.34
7810,-43.880089,-19.630027,-43.882628,-19.639586,1984,332,,,,,1984,332.25
7811,-43.880089,-19.630027,-43.869021,-19.640799,3470,464,,,,,3470.43,464.08
7812,-43.880089,-19.630027,-43.8721,-19.645243,3636,417,,,,,3636.09,416.77
7813,-43.880089,-19.630027,-43.878554,-19.649927,3523,433,,,,,3522.8,433.07
7814,-43.880089,-19.630027,-43.874361,-19.65039,3813,446,,,,,3813.49,446.14
7815,-43.880089,-19.630027,-43.874658,-19.654504,4132,453,,,,,4132.2,453.15
7816,-43.880089,-19.630027,-43.890344,-19.646015,3296,450,,,,,3296.37,449.87
7817,-43.880089,-19.630027,-43.875715,-19.666802,5600,592,,,,,5600.03,592.3
7818,-43.880089,-19.630027,-43.901752,-19.649969,4858,700,,,,,4857.87,699.52
7819,-43.880089,-19.630027,-43.90361,-19.647461,5379,614,,,,,5378.71,613.68
7820,-43.880089,-19.630027,-43.90646,-19.649462,6957,687,,,,,6957.03,687.03
7821,-43.880089,-19.630027,-43.931177,-19.664378,11315,960,,,,,11315.24,959.78
7822,-43.880089,-19.630027,-43.908711,-19.648155,5692,637,,,,,5692.46,636.93
7823,-43.880089,-19.630027,-43.916438,-19.638972,5502,585,,,,,5501.51,585.41
7824,-43.880089,-19.630027,-43.908495,-19.63815,4544,536,,,,,4544.08,536.27
7825,-43.880089,-19.630027,-43.901174,-19.634979,3466,425,,,,,3465.85,425.45
7826,-43.880089,-19.630027,-43.89168,-19.628555,2105,321,,,,,2105.13,320.7
7827,-43.880089,-19.630027,-43.90219,-19.626891,3364,469,,,,,3363.65,468.8
7828,-43.880089,-19.630027,-43.903074,-19.625283,4146,493,,,,,4145.9,493.45
7829,-43.880089,-19.630027,-43.909308,-19.606419,5691,632,,,,,5690.9,631.92
7830,-43.880089,-19.630027,-43.910928,-19.605063,5938,651,,,,,5938.36,651.16
7831,-43.880089,-19.630027,-43.905764,-19.596147,7211,769,,,,,7211.19,768.65
7832,-43.880089,-19.630027,-43.904896,-19.601687,5254,563,,,,,5254.28,563.2
7833,-43.880089,-19.630027,-43.835316,-19.647693,8163,878,,,,,8163.35,878.03
7834,-43.880089,-19.630027,-43.928335,-19.670593,12937,1026,,,,,12937.38,1025.94
7835,-43.880089,-19.630027,-43.935533,-19.660824,11906,1030,,,,,11906.02,1029.88
7836,-43.880089,-19.630027,-43.904992,-19.591055,7386,817,,,,,7386.33,816.52
7837,-43.880089,-19.630027,-43.896709,-19.6241,3200,395,,,,,3199.72,395.01
7838,-43.880089,-19.630027,-43.896466,-19.626741,2499,369,,,,,2499.28,369.17
7839,-43.880089,-19.630027,-43.889997,-19.625367,2085,301,,,,,2085.29,300.52
7840,-43.880089,-19.630027,-43.891097,-19.62513,2253,348,,,,,2252.75,347.85
7841,-43.880089,-19.630027,-43.880089,-19.630027,0,0,,,,,0,0
7842,-43.880089,-19.630027,-43.884944,-19.635291,1640,257,,,,,1639.83,256.64
7843,-43.880089,-19.630027,-43.884016,-19.641878,2205,311,,,,,2204.5,311.04
7844,-43.880089,-19.630027,-43.881444,-19.64237,2802,352,,,,,2801.84,352.35
7845,-43.880089,-19.630027,-43.879083,-19.642614,2786,344,,,,,2786.29,343.84
7846,-43.880089,-19.630027,-43.879921,-19.640267,2467,329,,,,,2466.58,329.36
7847,-43.880089,-19.630027,-43.873252,-19.640948,3393,412,,,,,3393.04,411.8
7848,-43.880089,-19.630027,-43.876184,-19.642382,2907,378,,,,,2906.99,378.36
7849,-43.880089,-19.630027,-43.86873,-19.648669,4479,533,,,,,4479.25,533.35
7850,-43.880089,-19.630027,-43.873966,-19.648314,3643,414,,,,,3643.04,413.58
7851,-43.880089,-19.630027,-43.876366,-19.648344,3473,423,,,,,3472.89,423.27
7852,-43.880089,-19.630027,-43.878041,-19.645779,3067,384,,,,,3067.35,383.68
7853,-43.880089,-19.630027,-43.880367,-19.645593,2952,352,,,,,2952.06,352.16
7854,-43.880089,-19.630027,-43.882307,-19.646324,2752,334,,,,,2751.85,333.96
7855,-43.880089,-19.630027,-43.864303,-19.65104,4834,533,,,,,4834.4,532.7
7856,-43.880089,-19.630027,-43.86371,-19.6557,0,0,,,,,0,0
7857,-43.880089,-19.630027,-43.870096,-19.65158,0,0,,,,,0,0
7858,-43.880089,-19.630027,-43.870192,-19.656439,0,0,,,,,0,0
7859,-43.880089,-19.630027,-43.874499,-19.658941,0,0,,,,,0,0
7860,-43.880089,-19.630027,-43.866814,-19.665944,0,0,,,,,0,0
7861,-43.880089,-19.630027,-43.879443,-19.658127,0,0,,,,,0,0
7862,-43.880089,-19.630027,-43.880927,-19.656717,0,0,,,,,0,0
7863,-43.880089,-19.630027,-43.888359,-19.658404,0,0,,,,,0,0
7864,-43.880089,-19.630027,-43.88647,-19.655111,0,0,,,,,0,0
7865,-43.880089,-19.630027,-43.886717,-19.65247,0,0,,,,,0,0
7866,-43.880089,-19.630027,-43.89113,-19.650488,0,0,,,,,0,0
7867,-43.880089,-19.630027,-43.878139,-19.66958,0,0,,,,,0,0
7868,-43.880089,-19.630027,-43.891364,-19.672946,0,0,,,,,0,0
7869,-43.880089,-19.630027,-43.883149,-19.674229,0,0,,,,,0,0
7870,-43.880089,-19.630027,-43.888391,-19.679523,0,0,,,,,0,0
7871,-43.880089,-19.630027,-43.906471,-19.652702,0,0,,,,,0,0
7872,-43.880089,-19.630027,-43.899851,-19.645832,0,0,,,,,0,0
7873,-43.880089,-19.630027,-43.90252,-19.645469,0,0,,,,,0,0
7874,-43.880089,-19.630027,-43.906929,-19.652204,0,0,,,,,0,0
7875,-43.880089,-19.630027,-43.912985,-19.656827,0,0,,,,,0,0
7876,-43.880089,-19.630027,-43.914629,-19.672628,0,0,,,,,0,0
7877,-43.880089,-19.630027,-43.917691,-19.651919,0,0,,,,,0,0
7878,-43.880089,-19.630027,-43.909459,-19.651335,0,0,,,,,0,0
7879,-43.880089,-19.630027,-43.911272,-19.638229,0,0,,,,,0,0
7880,-43.880089,-19.630027,-43.903268,-19.637818,0,0,,,,,0,0
7881,-43.880089,-19.630027,-43.905692,-19.642052,0,0,,,,,0,0
7882,-43.880089,-19.630027,-43.903487,-19.64332,0,0,,,,,0,0
7883,-43.880089,-19.630027,-43.893801,-19.630253,0,0,,,,,0,0
7884,-43.880089,-19.630027,-43.895888,-19.633426,0,0,,,,,0,0
7885,-43.880089,-19.630027,-43.909745,-19.631956,0,0,,,,,0,0
7886,-43.880089,-19.630027,-43.919088,-19.634054,0,0,,,,,0,0
7887,-43.880089,-19.630027,-43.900854,-19.627733,0,0,,,,,0,0
7888,-43.880089,-19.630027,-43.902047,-19.620749,0,0,,,,,0,0
7889,-43.880089,-19.630027,-43.909035,-19.625593,0,0,,,,,0,0
7890,-43.880089,-19.630027,-43.90726,-19.609734,0,0,,,,,0,0
7891,-43.880089,-19.630027,-43.907581,-19.607453,0,0,,,,,0,0
7892,-43.880089,-19.630027,-43.910681,-19.597121,0,0,,,,,0,0
7893,-43.880089,-19.630027,-43.908365,-19.59731,0,0,,,,,0,0
7894,-43.880089,-19.630027,-43.904545,-19.599376,0,0,,,,,0,0
7895,-43.880089,-19.630027,-43.905956,-19.602944,0,0,,,,,0,0
7896,-43.880089,-19.630027,-43.90425,-19.607577,0,0,,,,,0,0
7897,-43.880089,-19.630027,-43.8562,-19.653379,0,0,,,,,0,0
7898,-43.880089,-19.630027,-43.855257,-19.664662,0,0,,,,,0,0
7899,-43.880089,-19.630027,-43.835004,-19.613325,0,0,,,,,0,0
7900,-43.880089,-19.630027,-43.931548,-19.633201,0,0,,,,,0,0
7901,-43.880089,-19.630027,-43.902263,-19.589971,0,0,,,,,0,0
7902,-43.880089,-19.630027,-43.904758,-19.587131,0,0,,,,,0,0
7903,-43.880089,-19.630027,-43.900299,-19.568602,0,0,,,,,0,0
7904,-43.880089,-19.630027,-43.91316,-19.648971,0,0,,,,,0,0
7905,-43.880089,-19.630027,-43.906578,-19.593924,0,0,,,,,0,0
7906,-43.880089,-19.630027,-43.906902,-19.593681,0,0,,,,,0,0
7907,-43.880089,-19.630027,-43.905009,-19.592915,0,0,,,,,0,0
7908,-43.880089,-19.630027,-43.900847,-19.644364,0,0,,,,,0,0
7909,-43.880089,-19.630027,-43.914656,-19.65363,0,0,,,,,0,0
7910,-43.880089,-19.630027,-43.910848,-19.654249,0,0,,,,,0,0
7911,-43.880089,-19.630027,-43.897169,-19.630133,0,0,,,,,0,0
7912,-43.880089,-19.630027,-43.899606,-19.631696,0,0,,,,,0,0
7913,-43.880089,-19.630027,-43.893764,-19.670226,0,0,,,,,0,0
7914,-43.880089,-19.630027,-43.890554,-19.669517,0,0,,,,,0,0
7915,-43.880089,-19.630027,-43.939093,-19.629064,0,0,,,,,0,0
7916,-43.880089,-19.630027,-43.919074,-19.648968,0,0,,,,,0,0
7917,-43.880089,-19.630027,-43.940653,-19.655266,0,0,,,,,0,0
7918,-43.880089,-19.630027,-43.900183,-19.629116,0,0,,,,,0,0
7919,-43.880089,-19.630027,-43.897816,-19.628832,0,0,,,,,0,0
7920,-43.880089,-19.630027,-43.916045,-19.633432,0,0,,,,,0,0
7921,-43.880089,-19.630027,-43.916412,-19.633451,0,0,,,,,0,0
7922,-43.880089,-19.630027,-43.913106,-19.628393,0,0,,,,,0,0
7923,-43.880089,-19.630027,-43.914878,-19.629806,0,0,,,,,0,0
7924,-43.880089,-19.630027,-43.912023,-19.592381,0,0,,,,,0,0
7925,-43.880089,-19.630027,-43.911289,-19.592478,0,0,,,,,0,0
7926,-43.880089,-19.630027,-43.906783,-19.590823,0,0,,,,,0,0
7927,-43.880089,-19.630027,-43.90548,-19.589524,0,0,,,,,0,0
7928,-43.880089,-19.630027,-43.907086,-19.598337,0,0,,,,,0,0
7929,-43.880089,-19.630027,-43.906269,-19.600281,0,0,,,,,0,0
7930,-43.880089,-19.630027,-43.897551,-19.620988,0,0,,,,,0,0
7931,-43.880089,-19.630027,-43.900884,-19.618184,0,0,,,,,0,0
7932,-43.880089,-19.630027,-43.90096,-19.587181,0,0,,,,,0,0
7933,-43.880089,-19.630027,-43.901366,-19.587546,0,0,,,,,0,0
7934,-43.880089,-19.630027,-43.897691,-19.584611,0,0,,,,,0,0
7935,-43.880089,-19.630027,-43.902877,-19.588517,0,0,,,,,0,0
7936,-43.880089,-19.630027,-43.901586,-19.589772,0,0,,,,,0,0
7937,-43.880089,-19.630027,-43.889328,-19.608436,0,0,,,,,0,0
7938,-43.880089,-19.630027,-43.889319,-19.613646,0,0,,,,,0,0
7939,-43.880089,-19.630027,-43.889659,-19.665607,0,0,,,,,0,0
7940,-43.880089,-19.630027,-43.886188,-19.665707,0,0,,,,,0,0
7941,-43.880089,-19.630027,-43.887535,-19.663615,0,0,,,,,0,0
7942,-43.880089,-19.630027,-43.888583,-19.666894,0,0,,,,,0,0
7943,-43.880089,-19.630027,-43.888844,-19.668833,0,0,,,,,0,0
7944,-43.880089,-19.630027,-43.903767,-19.648578,0,0,,,,,0,0
7945,-43.880089,-19.630027,-43.904599,-19.649988,0,0,,,,,0,0
7946,-43.880089,-19.630027,-43.916107,-19.650046,0,0,,,,,0,0
7947,-43.880089,-19.630027,-43.916302,-19.646834,0,0,,,,,0,0
7948,-43.880089,-19.630027,-43.9159,-19.637532,0,0,,,,,0,0
7949,-43.880089,-19.630027,-43.91389,-19.637783,0,0,,,,,0,0
7950,-43.880089,-19.630027,-43.907854,-19.592234,0,0,,,,,0,0
7951,-43.880089,-19.630027,-43.910601,-19.59007,0,0,,,,,0,0
7952,-43.880089,-19.630027,-43.887176,-19.637988,0,0,,,,,0,0
7953,-43.880089,-19.630027,-43.88679,-19.640771,0,0,,,,,0,0
7954,-43.880089,-19.630027,-43.884394,-19.666874,0,0,,,,,0,0
7955,-43.880089,-19.630027,-43.884336,-19.663536,0,0,,,,,0,0
7956,-43.880089,-19.630027,-43.918654,-19.665134,0,0,,,,,0,0
7957,-43.880089,-19.630027,-43.91609,-19.655881,0,0,,,,,0,0
7958,-43.880089,-19.630027,-43.916603,-19.634788,0,0,,,,,0,0
7959,-43.880089,-19.630027,-43.913155,-19.634636,0,0,,,,,0,0
7960,-43.880089,-19.630027,-43.899963,-19.613998,0,0,,,,,0,0
7961,-43.880089,-19.630027,-43.899687,-19.606162,0,0,,,,,0,0
7962,-43.880089,-19.630027,-43.896424,-19.611028,0,0,,,,,0,0
7963,-43.880089,-19.630027,-43.896972,-19.593068,0,0,,,,,0,0
7964,-43.880089,-19.630027,-43.900061,-19.595444,0,0,,,,,0,0
7965,-43.880089,-19.630027,-43.894138,-19.598335,0,0,,,,,0,0
7966,-43.880089,-19.630027,-43.893811,-19.604682,0,0,,,,,0,0
7967,-43.880089,-19.630027,-43.897331,-19.603655,0,0,,,,,0,0
7968,-43.880089,-19.630027,-43.901021,-19.601781,0,0,,,,,0,0
7969,-43.880089,-19.630027,-43.900053,-19.599668,0,0,,,,,0,0
7970,-43.880089,-19.630027,-43.89626,-19.60104,0,0,,,,,0,0
7971,-43.880089,-19.630027,-43.93517,-19.661016,0,0,,,,,0,0
7972,-43.880089,-19.630027,-43.937106,-19.660192,0,0,,,,,0,0
7973,-43.880089,-19.630027,-43.919783,-19.621652,0,0,,,,,0,0
7974,-43.880089,-19.630027,-43.921477,-19.608382,0,0,,,,,0,0
7975,-43.880089,-19.630027,-43.909054,-19.642838,0,0,,,,,0,0
7976,-43.880089,-19.630027,-43.912199,-19.64297,0,0,,,,,0,0
7977,-43.880089,-19.630027,-43.903093,-19.632624,0,0,,,,,0,0
7978,-43.880089,-19.630027,-43.905684,-19.632341,0,0,,,,,0,0
7979,-43.880089,-19.630027,-43.870231,-19.637962,0,0,,,,,0,0
7980,-43.880089,-19.630027,-43.8796,-19.636101,0,0,,,,,0,0
7981,-43.880089,-19.630027,-43.873138,-19.631576,0,0,,,,,0,0
7982,-43.880089,-19.630027,-43.88001,-19.634109,0,0,,,,,0,0
7983,-43.880089,-19.630027,-43.898519,-19.622424,0,0,,,,,0,0
7984,-43.880089,-19.630027,-43.900916,-19.624481,0,0,,,,,0,0
7985,-43.880089,-19.630027,-43.887247,-19.633683,0,0,,,,,0,0
7986,-43.880089,-19.630027,-43.894431,-19.625344,0,0,,,,,0,0
7987,-43.880089,-19.630027,-43.893167,-19.626828,0,0,,,,,0,0
7988,-43.880089,-19.630027,-43.883963,-19.650202,0,0,,,,,0,0
7989,-43.880089,-19.630027,-43.886291,-19.647427,0,0,,,,,0,0
7990,-43.880089,-19.630027,-43.908902,-19.634638,0,0,,,,,0,0
7991,-43.880089,-19.630027,-43.908705,-19.635958,0,0,,,,,0,0
7992,-43.880089,-19.630027,-43.91027,-19.629123,0,0,,,,,0,0
7993,-43.880089,-19.630027,-43.907624,-19.630851,0,0,,,,,0,0
7994,-43.880089,-19.630027,-43.906315,-19.605177,0,0,,,,,0,0
7995,-43.880089,-19.630027,-43.904322,-19.603605,0,0,,,,,0,0
7996,-43.880089,-19.630027,-43.877541,-19.63967,0,0,,,,,0,0
7997,-43.880089,-19.630027,-43.875605,-19.639262,0,0,,,,,0,0
7998,-43.880089,-19.630027,-43.894747,-19.621918,0,0,,,,,0,0
7999,-43.880089,-19.630027,-43.892466,-19.623253,0,0,,,,,0,0
8000,-43.880089,-19.630027,-43.90424,-19.615692,0,0,,,,,0,0
8001,-43.880089,-19.630027,-43.905849,-19.615717,0,0,,,,,0,0
8002,-43.880089,-19.630027,-43.906026,-19.615777,0,0,,,,,0,0
8003,-43.880089,-19.630027,-43.908313,-19.621627,0,0,,,,,0,0
8004,-43.880089,-19.630027,-43.862806,-19.599422,0,0,,,,,0,0
8005,-43.880089,-19.630027,-43.893944,-19.657715,0,0,,,,,0,0
8006,-43.880089,-19.630027,-43.901936,-19.595025,0,0,,,,,0,0
8007,-43.880089,-19.630027,-43.901976,-19.593303,0,0,,,,,0,0
8008,-43.880089,-19.630027,-43.901848,-19.596393,0,0,,,,,0,0
8009,-43.880089,-19.630027,-43.901741,-19.597045,0,0,,,,,0,0
