From	To	Team	Qty	Dist (km)
[PHC1]	[PHC7]	eSF	2.00	0.01
[PHC1]	[PHC10]	eSF	1.00	0.01
[PHC3]	[PHC10]	eSF	3.00	0.01
[PHC5]	[PHC10]	eSF	1.00	0.01
[PHC2]	[PHC7]	eSB	1.00	0.01
[PHC2]	[PHC10]	eSB	1.00	0.01
[PHC4]	[PHC10]	eSB	2.00	0.01
[PHC5]	[PHC10]	eSB	1.00	0.01
[PHC1]	[PHC10]	eMulti	1.00	0.01
[PHC4]	[PHC7]	eMulti	1.00	0.01
